trial_id,n_cal,n_test,n_cohorts,shift_severity,positive_rate,false_certify_fwer,false_certify_count,n_certified,n_abstain,n_no_guarantee,coverage,mean_n_eff,mean_ppv_estimate,mean_true_ppv,runtime_seconds
67,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12392234802246094
68,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11157107353210449
69,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.10662198066711426
70,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12503957748413086
71,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.10912203788757324
72,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.09478044509887695
73,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.1310563087463379
74,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.10222101211547852
75,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.07757163047790527
76,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.08964014053344727
77,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.08870601654052734
78,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.10768866539001465
79,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12515020370483398
80,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.15279650688171387
81,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12505602836608887
82,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.1423811912536621
83,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11446022987365723
84,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12860989570617676
85,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.08529996871948242
86,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11062192916870117
87,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.07172179222106934
88,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11048436164855957
89,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11520051956176758
90,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11378693580627441
91,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.15524911880493164
92,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.11635446548461914
93,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.12024974822998047
94,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.09974217414855957
95,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.09246444702148438
96,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.1147148609161377
97,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.1106572151184082
98,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.0906214714050293
99,500,5000,10,1.0,0.5,0,0,0,0,50,,,,,0.14319491386413574
