dataset,domain,trial_id,cohort_id,tau,ulsif_certified,kliep_certified,disagree,decision_type,ulsif_lb,kliep_lb,ulsif_neff,kliep_neff,mean_neff,neff_ratio,boundary_dist,neff_bin,dist_bin
bbbp,molecular,4,4,0.5,True,True,False,both_certify,0.7024032873559528,0.6548590442270353,289.0280028554971,283.86356225458417,286.44578255504064,1.0181933903735105,0.15485904422703534,100-300,0.10 to 0.20
bbbp,molecular,4,4,0.6,True,True,False,both_certify,0.7024032873559528,0.6548590442270353,289.0280028554971,283.86356225458417,286.44578255504064,1.0181933903735105,0.05485904422703536,100-300,0.05 to 0.10
bbbp,molecular,5,0,0.5,True,True,False,both_certify,0.737782422619177,0.7031920676424632,286.90915216545136,285.069510200028,285.98933118273965,1.0064533101562931,0.20319206764246323,100-300,>0.20
bbbp,molecular,5,0,0.6,True,True,False,both_certify,0.737782422619177,0.7031920676424632,286.90915216545136,285.069510200028,285.98933118273965,1.0064533101562931,0.10319206764246325,100-300,0.10 to 0.20
bbbp,molecular,5,1,0.5,True,True,False,both_certify,0.6610397939827191,0.6318810526876706,261.70544241966365,261.7321268058129,261.7187846127383,1.0001019634360775,0.13188105268767059,100-300,0.10 to 0.20
bbbp,molecular,5,1,0.6,True,False,True,ulsif_only,0.6610397939827191,0.6318810526876706,261.70544241966365,261.7321268058129,261.7187846127383,1.0001019634360775,0.06103979398271908,100-300,0.05 to 0.10
bbbp,molecular,5,2,0.5,True,True,False,both_certify,0.6918880397226299,0.6619499164729457,231.1635554709475,230.99824570088765,231.08090058591756,1.00071563214499,0.16194991647294565,100-300,0.10 to 0.20
bbbp,molecular,5,2,0.6,True,True,False,both_certify,0.6918880397226299,0.6619499164729457,231.1635554709475,230.99824570088765,231.08090058591756,1.00071563214499,0.061949916472945676,100-300,0.05 to 0.10
bbbp,molecular,5,3,0.5,True,True,False,both_certify,0.632026718150859,0.6074101264161754,266.8855080035713,267.4857290366715,267.1856185201214,1.002248983234759,0.10741012641617542,100-300,0.10 to 0.20
bbbp,molecular,5,4,0.5,True,True,False,both_certify,0.652946135329662,0.6164210012918021,266.1936603358906,263.5886619219117,264.89116112890116,1.0098828166393237,0.1164210012918021,100-300,0.10 to 0.20
bbbp,molecular,5,4,0.6,True,False,True,ulsif_only,0.652946135329662,0.6164210012918021,266.1936603358906,263.5886619219117,264.89116112890116,1.0098828166393237,0.05294613532966197,100-300,0.05 to 0.10
bbbp,molecular,6,0,0.5,True,True,False,both_certify,0.7657441017604714,0.740455811519532,263.4268948484198,265.29267812176704,264.3597864850934,1.0070827364625046,0.240455811519532,100-300,>0.20
bbbp,molecular,6,0,0.6,True,True,False,both_certify,0.7657441017604714,0.740455811519532,263.4268948484198,265.29267812176704,264.3597864850934,1.0070827364625046,0.14045581151953201,100-300,0.10 to 0.20
bbbp,molecular,6,0,0.7,True,False,True,ulsif_only,0.7657441017604714,0.740455811519532,263.4268948484198,265.29267812176704,264.3597864850934,1.0070827364625046,0.06574410176047141,100-300,0.05 to 0.10
bbbp,molecular,6,1,0.5,True,True,False,both_certify,0.6457196806061751,0.621940001457603,249.84084334028276,250.16761615293865,250.0042297466107,1.0013079239098261,0.12194000145760298,100-300,0.10 to 0.20
bbbp,molecular,6,2,0.5,True,True,False,both_certify,0.7121509709646051,0.6781257277304333,210.82937134740436,210.6367516255523,210.73306148647833,1.0009144639782257,0.17812572773043334,100-300,0.10 to 0.20
bbbp,molecular,6,2,0.6,True,True,False,both_certify,0.7121509709646051,0.6781257277304333,210.82937134740436,210.6367516255523,210.73306148647833,1.0009144639782257,0.07812572773043336,100-300,0.05 to 0.10
bbbp,molecular,6,3,0.5,True,True,False,both_certify,0.6891717516844,0.6579024457830963,286.75073847958754,288.0481353287711,287.3994369041793,1.0045244760521372,0.1579024457830963,100-300,0.10 to 0.20
bbbp,molecular,6,3,0.6,True,True,False,both_certify,0.6891717516844,0.6579024457830963,286.75073847958754,288.0481353287711,287.3994369041793,1.0045244760521372,0.057902445783096335,100-300,0.05 to 0.10
bbbp,molecular,6,4,0.5,True,True,False,both_certify,0.6534465018575191,0.6123679159537727,301.36490678080395,297.698738264223,299.5318225225135,1.0123150287366252,0.11236791595377271,100-300,0.10 to 0.20
bbbp,molecular,6,4,0.6,True,False,True,ulsif_only,0.6534465018575191,0.6123679159537727,301.36490678080395,297.698738264223,299.5318225225135,1.0123150287366252,0.05344650185751909,100-300,0.05 to 0.10
bbbp,molecular,7,0,0.5,True,True,False,both_certify,0.7405847478503228,0.7354625711346345,273.2203172135865,275.00835440875653,274.1143358111715,1.0065443053920922,0.23546257113463454,100-300,>0.20
bbbp,molecular,7,0,0.6,True,True,False,both_certify,0.7405847478503228,0.7354625711346345,273.2203172135865,275.00835440875653,274.1143358111715,1.0065443053920922,0.13546257113463456,100-300,0.10 to 0.20
bbbp,molecular,7,1,0.5,True,True,False,both_certify,0.6261793214240432,0.6241800779400803,224.1406879290804,224.8937140557047,224.51720099239253,1.0033596137032583,0.12418007794008035,100-300,0.10 to 0.20
bbbp,molecular,7,2,0.5,True,True,False,both_certify,0.725018134511927,0.7240132125640673,210.1545167944357,210.98339007088776,210.56895343266171,1.0039441135460478,0.22401321256406725,100-300,>0.20
bbbp,molecular,7,2,0.6,True,True,False,both_certify,0.725018134511927,0.7240132125640673,210.1545167944357,210.98339007088776,210.56895343266171,1.0039441135460478,0.12401321256406728,100-300,0.10 to 0.20
bbbp,molecular,7,3,0.5,True,True,False,both_certify,0.6658498889599127,0.6628130715909752,272.7248112362254,273.69606181731456,273.21043652676997,1.0035612842729147,0.16281307159097524,100-300,0.10 to 0.20
bbbp,molecular,7,3,0.6,True,True,False,both_certify,0.6658498889599127,0.6628130715909752,272.7248112362254,273.69606181731456,273.21043652676997,1.0035612842729147,0.06281307159097527,100-300,0.05 to 0.10
bbbp,molecular,7,4,0.5,True,True,False,both_certify,0.7052480492696445,0.700450597113806,304.0911172299179,304.925454250707,304.50828574031243,1.0027437073084848,0.20045059711380597,300+,>0.20
bbbp,molecular,7,4,0.6,True,True,False,both_certify,0.7052480492696445,0.700450597113806,304.0911172299179,304.925454250707,304.50828574031243,1.0027437073084848,0.100450597113806,300+,0.10 to 0.20
bbbp,molecular,8,0,0.5,True,True,False,both_certify,0.7367385879075292,0.707604042845568,257.77768782373005,256.6608677739742,257.2192777988521,1.0043513452574289,0.207604042845568,100-300,>0.20
bbbp,molecular,8,0,0.6,True,True,False,both_certify,0.7367385879075292,0.707604042845568,257.77768782373005,256.6608677739742,257.2192777988521,1.0043513452574289,0.10760404284556802,100-300,0.10 to 0.20
bbbp,molecular,8,1,0.5,True,True,False,both_certify,0.6036209684716157,0.584831100471779,235.6350455787533,235.35454925821304,235.4947974184832,1.001191803266282,0.084831100471779,100-300,0.05 to 0.10
bbbp,molecular,8,2,0.5,True,True,False,both_certify,0.7039120573247407,0.6831731537234584,208.6134286787264,208.6588379068509,208.63613329278866,1.000217671644688,0.18317315372345844,100-300,0.10 to 0.20
bbbp,molecular,8,2,0.6,True,True,False,both_certify,0.7039120573247407,0.6831731537234584,208.6134286787264,208.6588379068509,208.63613329278866,1.000217671644688,0.08317315372345846,100-300,0.05 to 0.10
bbbp,molecular,8,3,0.5,True,True,False,both_certify,0.6349899706750994,0.6107138985800549,267.24347541709415,265.06099434748904,266.1522348822916,1.0082338824502557,0.11071389858005487,100-300,0.10 to 0.20
bbbp,molecular,8,4,0.5,True,True,False,both_certify,0.6956208950453878,0.6581424359527429,315.3795655398487,308.0798539556749,311.72970974776183,1.0236942191787202,0.1581424359527429,300+,0.10 to 0.20
bbbp,molecular,8,4,0.6,True,True,False,both_certify,0.6956208950453878,0.6581424359527429,315.3795655398487,308.0798539556749,311.72970974776183,1.0236942191787202,0.05814243595274293,300+,0.05 to 0.10
bbbp,molecular,9,0,0.5,True,True,False,both_certify,0.7370084174045436,0.7113412705051809,310.992652080525,310.09168165183644,310.5421668661807,1.0029054969288087,0.21134127050518092,300+,>0.20
bbbp,molecular,9,0,0.6,True,True,False,both_certify,0.7370084174045436,0.7113412705051809,310.992652080525,310.09168165183644,310.5421668661807,1.0029054969288087,0.11134127050518094,300+,0.10 to 0.20
bbbp,molecular,9,1,0.5,True,True,False,both_certify,0.5992071073531644,0.5654499938036454,245.89157151982428,245.8910000626597,245.891285791242,1.000002324026355,0.06544999380364536,100-300,0.05 to 0.10
bbbp,molecular,9,2,0.5,True,True,False,both_certify,0.6339770775816819,0.6082130053424784,187.57788354504845,187.7486487958693,187.66326617045888,1.000910369855942,0.10821300534247835,100-300,0.10 to 0.20
bbbp,molecular,9,3,0.5,True,True,False,both_certify,0.6300139424008548,0.6114009954382225,273.70996253636497,271.8119312723455,272.76094690435525,1.0069828842874367,0.11140099543822246,100-300,0.10 to 0.20
bbbp,molecular,9,4,0.5,True,True,False,both_certify,0.7284816992228542,0.6952276230762615,310.93824986621007,305.47897697955074,308.2086134228804,1.017871190157301,0.19522762307626151,300+,0.10 to 0.20
bbbp,molecular,9,4,0.6,True,True,False,both_certify,0.7284816992228542,0.6952276230762615,310.93824986621007,305.47897697955074,308.2086134228804,1.017871190157301,0.09522762307626154,300+,0.05 to 0.10
bbbp,molecular,10,0,0.5,True,True,False,both_certify,0.7072387674051623,0.6938252917686922,252.9511608596347,255.35991490928268,254.15553788445868,1.009522605239138,0.19382529176869223,100-300,0.10 to 0.20
bbbp,molecular,10,0,0.6,True,True,False,both_certify,0.7072387674051623,0.6938252917686922,252.9511608596347,255.35991490928268,254.15553788445868,1.009522605239138,0.09382529176869225,100-300,0.05 to 0.10
bbbp,molecular,10,1,0.5,True,True,False,both_certify,0.5969052023594198,0.5799264423831952,245.0020866489007,247.42145555005655,246.21177109947863,1.0098748910029607,0.07992644238319524,100-300,0.05 to 0.10
bbbp,molecular,10,2,0.5,True,True,False,both_certify,0.7848806515662812,0.7685753742834478,225.27294270524504,228.8164705663302,227.04470663578763,1.015729931071756,0.2685753742834478,100-300,>0.20
bbbp,molecular,10,2,0.6,True,True,False,both_certify,0.7848806515662812,0.7685753742834478,225.27294270524504,228.8164705663302,227.04470663578763,1.015729931071756,0.16857537428344782,100-300,0.10 to 0.20
bbbp,molecular,10,2,0.7,True,True,False,both_certify,0.7848806515662812,0.7685753742834478,225.27294270524504,228.8164705663302,227.04470663578763,1.015729931071756,0.06857537428344784,100-300,0.05 to 0.10
bbbp,molecular,10,3,0.5,True,True,False,both_certify,0.6980526470482182,0.6885653003219188,265.17420240713227,265.9149832263398,265.54459281673604,1.0027935629200846,0.18856530032191876,100-300,0.10 to 0.20
bbbp,molecular,10,3,0.6,True,True,False,both_certify,0.6980526470482182,0.6885653003219188,265.17420240713227,265.9149832263398,265.54459281673604,1.0027935629200846,0.08856530032191878,100-300,0.05 to 0.10
bbbp,molecular,10,4,0.5,True,True,False,both_certify,0.6865587779125016,0.6581734296175712,327.9000452566568,328.82722244790455,328.3636338522807,1.0028276214189662,0.1581734296175712,300+,0.10 to 0.20
bbbp,molecular,10,4,0.6,True,True,False,both_certify,0.6865587779125016,0.6581734296175712,327.9000452566568,328.82722244790455,328.3636338522807,1.0028276214189662,0.058173429617571215,300+,0.05 to 0.10
bbbp,molecular,11,0,0.5,True,True,False,both_certify,0.7974289657603775,0.764440330349267,294.2497324640281,291.8621342669974,293.0559333655127,1.0081805685517482,0.26444033034926695,100-300,>0.20
bbbp,molecular,11,0,0.6,True,True,False,both_certify,0.7974289657603775,0.764440330349267,294.2497324640281,291.8621342669974,293.0559333655127,1.0081805685517482,0.16444033034926697,100-300,0.10 to 0.20
bbbp,molecular,11,0,0.7,True,True,False,both_certify,0.7974289657603775,0.764440330349267,294.2497324640281,291.8621342669974,293.0559333655127,1.0081805685517482,0.064440330349267,100-300,0.05 to 0.10
bbbp,molecular,11,1,0.5,True,False,True,ulsif_only,0.5943505675624533,0.5577488327155523,218.08993747401703,216.3953726103824,217.24265504219971,1.007830873845374,0.0943505675624533,100-300,0.05 to 0.10
bbbp,molecular,11,2,0.5,True,True,False,both_certify,0.7209920473009829,0.6764982337895308,204.4732340640385,201.79312940388988,203.1331817339642,1.0132814465391653,0.17649823378953078,100-300,0.10 to 0.20
bbbp,molecular,11,2,0.6,True,True,False,both_certify,0.7209920473009829,0.6764982337895308,204.4732340640385,201.79312940388988,203.1331817339642,1.0132814465391653,0.0764982337895308,100-300,0.05 to 0.10
bbbp,molecular,11,3,0.5,True,True,False,both_certify,0.6620634444320453,0.6271351853457177,320.4154906419095,315.9284781064113,318.1719843741604,1.0142026213097095,0.12713518534571766,300+,0.10 to 0.20
bbbp,molecular,11,3,0.6,True,False,True,ulsif_only,0.6620634444320453,0.6271351853457177,320.4154906419095,315.9284781064113,318.1719843741604,1.0142026213097095,0.06206344443204537,300+,0.05 to 0.10
bbbp,molecular,11,4,0.5,True,True,False,both_certify,0.7063318609337039,0.6506396975627614,278.9275775602812,266.565924016018,272.7467507881496,1.0463737200840433,0.1506396975627614,100-300,0.10 to 0.20
bbbp,molecular,11,4,0.6,True,True,False,both_certify,0.7063318609337039,0.6506396975627614,278.9275775602812,266.565924016018,272.7467507881496,1.0463737200840433,0.05063969756276143,100-300,0.05 to 0.10
bbbp,molecular,12,0,0.5,True,True,False,both_certify,0.7366273352008201,0.7249019420852155,301.59134334091505,300.04372057260406,300.8175319567596,1.0051579908599904,0.22490194208521552,300+,>0.20
bbbp,molecular,12,0,0.6,True,True,False,both_certify,0.7366273352008201,0.7249019420852155,301.59134334091505,300.04372057260406,300.8175319567596,1.0051579908599904,0.12490194208521554,300+,0.10 to 0.20
bbbp,molecular,12,1,0.5,True,True,False,both_certify,0.5809863472742856,0.5664309646722181,226.2458881562497,226.30138832105612,226.2736382386529,1.0002453090540506,0.0664309646722181,100-300,0.05 to 0.10
bbbp,molecular,12,2,0.5,True,True,False,both_certify,0.6376877399446678,0.6167635014678521,203.6818756027961,204.8850667224985,204.2834711626473,1.0059072075811435,0.11676350146785208,100-300,0.10 to 0.20
bbbp,molecular,12,3,0.5,True,True,False,both_certify,0.6583050267002226,0.6460898655513423,291.22438980982304,292.12959873306835,291.67699427144566,1.0031082867881926,0.1460898655513423,100-300,0.10 to 0.20
bbbp,molecular,12,3,0.6,True,False,True,ulsif_only,0.6583050267002226,0.6460898655513423,291.22438980982304,292.12959873306835,291.67699427144566,1.0031082867881926,0.05830502670022264,100-300,0.05 to 0.10
bbbp,molecular,12,4,0.5,True,True,False,both_certify,0.7554549405922784,0.7377414581292642,302.65477220811704,298.6773793364152,300.66607577226614,1.0133166859858573,0.23774145812926417,300+,>0.20
bbbp,molecular,12,4,0.6,True,True,False,both_certify,0.7554549405922784,0.7377414581292642,302.65477220811704,298.6773793364152,300.66607577226614,1.0133166859858573,0.1377414581292642,300+,0.10 to 0.20
bbbp,molecular,12,4,0.7,True,False,True,ulsif_only,0.7554549405922784,0.7377414581292642,302.65477220811704,298.6773793364152,300.66607577226614,1.0133166859858573,0.0554549405922784,300+,0.05 to 0.10
bbbp,molecular,13,0,0.5,True,True,False,both_certify,0.756187687456893,0.7459319593622851,280.74033054833035,281.3431508762425,281.0417407122864,1.0021472523264994,0.24593195936228507,100-300,>0.20
bbbp,molecular,13,0,0.6,True,True,False,both_certify,0.756187687456893,0.7459319593622851,280.74033054833035,281.3431508762425,281.0417407122864,1.0021472523264994,0.1459319593622851,100-300,0.10 to 0.20
bbbp,molecular,13,0,0.7,True,True,False,both_certify,0.756187687456893,0.7459319593622851,280.74033054833035,281.3431508762425,281.0417407122864,1.0021472523264994,0.04593195936228511,100-300,0 to 0.05
bbbp,molecular,13,2,0.5,True,True,False,both_certify,0.704435747527706,0.6917194673200155,194.74825418247195,195.4387946740916,195.0935244282818,1.0035458109471556,0.19171946732001555,100-300,0.10 to 0.20
bbbp,molecular,13,2,0.6,True,True,False,both_certify,0.704435747527706,0.6917194673200155,194.74825418247195,195.4387946740916,195.0935244282818,1.0035458109471556,0.09171946732001557,100-300,0.05 to 0.10
bbbp,molecular,13,3,0.5,True,True,False,both_certify,0.6098382954103194,0.596922729296898,301.58214661435386,300.2446067912131,300.91337670278347,1.0044548338017971,0.09692272929689805,300+,0.05 to 0.10
bbbp,molecular,13,4,0.5,True,True,False,both_certify,0.6594478925485313,0.640386427999072,286.619661459319,283.2122593932052,284.91596042626213,1.0120312661373285,0.14038642799907197,100-300,0.10 to 0.20
bbbp,molecular,13,4,0.6,True,False,True,ulsif_only,0.6594478925485313,0.640386427999072,286.619661459319,283.2122593932052,284.91596042626213,1.0120312661373285,0.059447892548531334,100-300,0.05 to 0.10
bbbp,molecular,14,0,0.5,True,True,False,both_certify,0.7365749907834864,0.7089830007194401,302.56145634028843,300.9996087003146,301.7805325203015,1.0051888693367999,0.2089830007194401,300+,>0.20
bbbp,molecular,14,0,0.6,True,True,False,both_certify,0.7365749907834864,0.7089830007194401,302.56145634028843,300.9996087003146,301.7805325203015,1.0051888693367999,0.10898300071944012,300+,0.10 to 0.20
bbbp,molecular,14,1,0.5,True,False,True,ulsif_only,0.5875613640968413,0.5483120050905015,224.2337830297711,221.0151360582723,222.6244595440217,1.0145630160399972,0.08756136409684134,100-300,0.05 to 0.10
bbbp,molecular,14,2,0.5,True,True,False,both_certify,0.7132340137170179,0.6880779364555357,184.85165236343573,183.41299081853748,184.1323215909866,1.0078438366796036,0.18807793645553572,100-300,0.10 to 0.20
bbbp,molecular,14,2,0.6,True,True,False,both_certify,0.7132340137170179,0.6880779364555357,184.85165236343573,183.41299081853748,184.1323215909866,1.0078438366796036,0.08807793645553574,100-300,0.05 to 0.10
bbbp,molecular,14,3,0.5,True,True,False,both_certify,0.6332787874698218,0.6141255514867436,276.29150815074854,273.72972322186547,275.010615686307,1.0093588116728072,0.11412555148674364,100-300,0.10 to 0.20
bbbp,molecular,14,4,0.5,True,True,False,both_certify,0.7208999014091659,0.6860608403507648,316.3891121603763,309.5197130147341,312.9544125875552,1.0221937371249605,0.18606084035076476,300+,0.10 to 0.20
bbbp,molecular,14,4,0.6,True,True,False,both_certify,0.7208999014091659,0.6860608403507648,316.3891121603763,309.5197130147341,312.9544125875552,1.0221937371249605,0.08606084035076478,300+,0.05 to 0.10
bbbp,molecular,15,0,0.5,True,True,False,both_certify,0.7826266567383677,0.7699372814409606,291.5344652751792,292.96073011848534,292.24759769683226,1.0048922683702592,0.26993728144096063,100-300,>0.20
bbbp,molecular,15,0,0.6,True,True,False,both_certify,0.7826266567383677,0.7699372814409606,291.5344652751792,292.96073011848534,292.24759769683226,1.0048922683702592,0.16993728144096065,100-300,0.10 to 0.20
bbbp,molecular,15,0,0.7,True,True,False,both_certify,0.7826266567383677,0.7699372814409606,291.5344652751792,292.96073011848534,292.24759769683226,1.0048922683702592,0.06993728144096067,100-300,0.05 to 0.10
bbbp,molecular,15,1,0.5,True,True,False,both_certify,0.6205201225577164,0.6036385399943164,248.57449341889188,250.09928155589677,249.33688748739434,1.0061341295159973,0.10363853999431638,100-300,0.10 to 0.20
bbbp,molecular,15,2,0.5,True,True,False,both_certify,0.6279044532627011,0.607671673548188,180.7149723325214,181.47845617736328,181.09671425494236,1.0042247957376607,0.10767167354818796,100-300,0.10 to 0.20
